videoId,title,channelId,author,keywords,publish_date,thumbnail
zLu_jHeX3DU,【精華】King｜熱狗熱舞版｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,"鈴蘭, 蘭蘭, 玲蘭, 李李, 玲藍, 歌回",2022-01-10,zLu_jHeX3DU
mg0A8rye3j8,【非歌回開唱】｜大喜 • 泠鳶 yousa｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,"鈴蘭, 蘭蘭, 玲蘭, 李李, 玲藍, 歌回",2022-01-10,mg0A8rye3j8
hIjm5qm_cqQ,【非歌回開唱】｜笑看 • 等什麼君｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,"鈴蘭, 蘭蘭, 玲蘭, 李李, 玲藍, 歌回",2022-01-10,hIjm5qm_cqQ
5MI_O5ROLqU,【非歌回開唱】｜King • GUMI｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,"鈴蘭, 蘭蘭, 玲蘭, 李李, 玲藍, 歌回",2022-01-10,5MI_O5ROLqU
E9k-5wBEaSg,【非歌回開唱】｜Last Christmas《原旋律》 • Wham!｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-31,E9k-5wBEaSg
JH8_l757PBA,"𝟏𝟓－𝟏𝟎｜No Light, No Light • Florence + The Machine｜李李鈴蘭 Linglan Lily",UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-31,JH8_l757PBA
MNxBlzBs_Qk,𝟏𝟓－𝟎𝟗｜淪陷 • 王靖雯不胖｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-31,MNxBlzBs_Qk
-IVyWXyE7e8,𝟏𝟓－𝟎𝟖｜Kiss My (Uh Oh) • Anne-Marie & Little Mix｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-30,-IVyWXyE7e8
rjGhCdQGJE4,𝟏𝟓－𝟎𝟕｜All We Know • The Chainsmokers｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-30,rjGhCdQGJE4
RDGEr6iHfOg,𝟏𝟓－𝟎𝟔｜踊／觸電 • Ado／芭比｜李李鈴蘭 Linglan Lily [已有官方剪輯],UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-30,RDGEr6iHfOg
aDbooCcNDdY,𝟏𝟓－𝟎𝟓｜Shivers • Ed Sheeran｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-30,aDbooCcNDdY
9T2t9dZxw_o,𝟏𝟓－𝟎𝟒｜講真的 • 曾惜｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-30,9T2t9dZxw_o
rkIs6P-szLE,𝟏𝟓－𝟎𝟑｜江南夜 • 七朵組合｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-30,rkIs6P-szLE
j-ekcmkm-N0,𝟏𝟓－𝟎𝟐｜Setting Fires • The Chainsmokers｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-30,j-ekcmkm-N0
zqVIEnwOT5Y,𝟏𝟓－𝟎𝟏｜浪人琵琶 • 胡66｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-30,zqVIEnwOT5Y
15fDyRh9_DA,【精華】李李鈴蘭 Padoru｜Linglan Lily Padoru｜李李鈴蘭 Linglan Lily [片尾音量注意],UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-24,15fDyRh9_DA
43llI4v6MNo,𝟏𝟒－𝟏𝟐｜聖誕結 • 陳奕迅 Eason Chan｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-24,43llI4v6MNo
kLyAt8IG9mo,𝟏𝟒－𝟏𝟏｜愛殤 • 小時姑娘｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-24,kLyAt8IG9mo
X_TbJpvshG8,𝟏𝟒－𝟏𝟎｜Last Christmas • Wham!｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-24,X_TbJpvshG8
cTBoRoKnkvc,𝟏𝟒－𝟎𝟗｜一剪梅 • 費玉清｜李李鈴蘭 Linglan Lily [已有官方剪輯],UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-23,cTBoRoKnkvc
evBl9_kRNOU,𝟏𝟒－𝟎𝟖｜浪費 • 林宥嘉｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-23,evBl9_kRNOU
J_fF7cnmcTo,𝟏𝟒－𝟎𝟕｜エゴママ • DECO*27 feat. marina｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-23,J_fF7cnmcTo
E5ItjPnh30E,𝟏𝟒－𝟎𝟔｜Something Just Like This • The Chainsmokers & Coldplay｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-23,E5ItjPnh30E
eoXgXz6lYic,𝟏𝟒－𝟎𝟓｜Older • Sasha Sloan｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-23,eoXgXz6lYic
nLHePswPXKY,𝟏𝟒－𝟎𝟒｜RUMOR ルーマー • GUMI｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-23,nLHePswPXKY
KW_-3bGI8a8,𝟏𝟒－𝟎𝟑｜Treat You Better • Shawn Mendes｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-23,KW_-3bGI8a8
mQsllbMrxv8,𝟏𝟒－𝟎𝟐｜Lean On • MØ｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-23,mQsllbMrxv8
IoF5z9aCyOg,𝟏𝟒－𝟎𝟏｜東區東區 • 八三夭｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-23,IoF5z9aCyOg
7rqrhfdcyws,【非歌回開唱】｜Bite Me｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-16,7rqrhfdcyws
a35rMaMvOJo,【精華】餐酒館歌回後日談一些Bonus💕｜瑪麗順便正名了LA牙?!｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-13,a35rMaMvOJo
WF9ZYmafzuo,𝟏𝟑－𝟎𝟕｜理想情人｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-11,WF9ZYmafzuo
kVXirg3HrfU,𝟏𝟑－𝟎𝟔｜易燃易爆炸｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-11,kVXirg3HrfU
3e6XpB09O58,𝟏𝟑－𝟎𝟓｜我當你空氣｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-11,3e6XpB09O58
jyjmIuv-Z9s,𝟏𝟑－𝟎𝟒｜太陽｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-11,jyjmIuv-Z9s
voZCmLegatI,𝟏𝟑－𝟎𝟑｜行星｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-11,voZCmLegatI
w_aigzfK0mI,𝟏𝟑－𝟎𝟐｜大魚｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-11,w_aigzfK0mI
SuRTUnKtKAo,𝟏𝟑－𝟎𝟏｜伽藍經｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-11,SuRTUnKtKAo
MtDxj6NZPeA,【Highlight】100k subscribers🐺Celebration Karaoke OP【Eng translation】｜10萬訂閱🐺慶祝歌回OP｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-09,MtDxj6NZPeA
jgaz7R9sZR8,【精華】悠白里長廣播｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-06,jgaz7R9sZR8
bQAA5u0JYsE,【精華】12/11魔女餐酒館預告｜10萬訂閱🐺慶祝歌回｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,bQAA5u0JYsE
tUEUar6kPk8,【精華】10萬訂閱🐺慶祝歌回ED｜原來是___結局｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,tUEUar6kPk8
1jhvvWaTvjM,【精華】翻車狼的部分🤔｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,1jhvvWaTvjM
x8TyR3y0x3Y,【精華】我不知道這是什麼 但我覺得很可愛 所以剪了｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,x8TyR3y0x3Y
V6GJghKP11o,𝟏𝟐－𝟏𝟎｜何以歌｜李李鈴蘭 Linglan Lily [已有官方剪輯],UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,V6GJghKP11o
jJBArK6Jl0U,𝟏𝟐－𝟎𝟗｜La la la｜李李鈴蘭 Linglan Lily [已有官方剪輯],UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,jJBArK6Jl0U
uLb_osu5jHs,𝟏𝟐－𝟎𝟖｜Unsteady｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,uLb_osu5jHs
AiqCQZnVmM8,𝟏𝟐－𝟎𝟕｜你要的全拿走｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,AiqCQZnVmM8
1q_WrFRBkaU,𝟏𝟐－𝟎𝟔｜紅色高跟鞋｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,1q_WrFRBkaU
vIwZseKQwkk,𝟏𝟐－𝟎𝟓｜22｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,vIwZseKQwkk
UEtcYK1UKxU,𝟏𝟐－𝟎𝟒｜New Rules｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,UEtcYK1UKxU
kkAi29QcJq0,𝟏𝟐－𝟎𝟑｜煙幕 Smokescreen｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,kkAi29QcJq0
O4RTn1_y2dI,𝟏𝟐－𝟎𝟐｜魚仔 hî-á〈台、羅、華字幕〉｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,O4RTn1_y2dI
W8CjYghsq4Y,𝟏𝟐－𝟎𝟏｜求救訊號｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,W8CjYghsq4Y
mmGeBAPhYj0,【精華】10萬訂閱🐺慶祝歌回OP｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-12-05,mmGeBAPhYj0
aQFTYMWbcKg,【精華】與茸茸鼠唱《お願いマッスル》｜唱歌片段｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-30,aQFTYMWbcKg
IsG9mGkfoDA,【精華】與茸茸鼠唱《小幸運》｜唱歌片段｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-30,IsG9mGkfoDA
nDTFX85Cf_0,【作業用歌單】抒情、睡前、無鼓聲 Relax Songs Playlist｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-29,nDTFX85Cf_0
WHtqLg3vofM,【作業用歌單】JP 日語 Japanese Songs Playlist｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-29,WHtqLg3vofM
FAEYgT2t40o,【作業用歌單】輕快、功課、讀書 Chill Songs Playlist｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-29,FAEYgT2t40o
1vcOMYfrF5I,【精華】教茸茸鼠唱《幽靈東京(?)》〈Eng CC sub〉｜第二首教學來囉｜Never gonna let you down???｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-26,1vcOMYfrF5I
g9_BADH6p9M,【精華】教茸茸鼠唱《扛壩子》｜但怎麼好像鼠發音比狼好(?)｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-25,g9_BADH6p9M
bH0HRsLouFs,【精華】拍案叫絕｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-23,bH0HRsLouFs
zo_gQCB4Cx4,【非歌回開唱】｜熱愛105°C的你《魔改版》｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-22,zo_gQCB4Cx4
C8PXj1O1NC4,【精華】水母斷頭～規工欸kui kang eh～歸剛欸 水母【台、華、英字幕】｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-22,C8PXj1O1NC4
48R1ctLMcpI,【非歌回開唱】｜Stay｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-22,48R1ctLMcpI
vn6coGOB3vc,【精華】奪門而出｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-21,vn6coGOB3vc
TYTrHMPUcvo,【精華】倒水｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-21,TYTrHMPUcvo
MQPHUS3PFXI,【非歌回開唱】｜春風吹之吹吹風｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-21,MQPHUS3PFXI
TPOYMeiyH-U,𝟏𝟏－𝟏𝟕｜浪子回頭｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-20,TPOYMeiyH-U
NiVRqisr9Oo,𝟏𝟏－𝟏𝟔｜碼頭姑娘｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-20,NiVRqisr9Oo
tFmdfb4oiSc,𝟏𝟏－𝟏𝟓｜鳥鳥模仿秀首部曲｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-20,tFmdfb4oiSc
Oe9bjGRFSMA,𝟏𝟏－𝟏𝟒｜九九八十一｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-20,Oe9bjGRFSMA
D4r_fKNw1p8,𝟏𝟏－𝟏𝟑｜我還年輕 我還年輕 Teens Edge｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-20,D4r_fKNw1p8
76mSTNXfKlM,𝟏𝟏－𝟏𝟐｜體面｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-20,76mSTNXfKlM
bziqlHALlhk,𝟏𝟏－𝟏𝟏｜Shape of You｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-20,bziqlHALlhk
rd0PSzGMmYg,𝟏𝟏－𝟏𝟎｜POP/STARS《原曲》｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-20,rd0PSzGMmYg
mHZH4QGLuGI,𝟏𝟏－𝟎𝟗｜Camel By Camel｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-20,mHZH4QGLuGI
-gfDBc6qXhM,𝟏𝟏－𝟎𝟖｜家家酒｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-20,-gfDBc6qXhM
W2NCUr2iILM,𝟏𝟏－𝟎𝟕｜Cheap Thrills｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-20,W2NCUr2iILM
N1R5uCZpQbk,𝟏𝟏－𝟎𝟔｜大喜｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-19,N1R5uCZpQbk
r77HWUercJw,𝟏𝟏－𝟎𝟓｜大氿歌｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-19,r77HWUercJw
mXbvZ05wTLk,𝟏𝟏－𝟎𝟒｜浪流連 Waves Wandering｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-19,mXbvZ05wTLk
R7oMqTudYPA,𝟏𝟏－𝟎𝟑｜海海海｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-19,R7oMqTudYPA
r8_EB9nc2G0,𝟏𝟏－𝟎𝟐｜Brace up｜李李鈴蘭 Linglan Lily [已有官方剪輯],UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-19,r8_EB9nc2G0
Jf246kaKttw,𝟏𝟏－𝟎𝟏｜玻璃心｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-19,Jf246kaKttw
MflLYCKTsT0,【非歌回開唱】｜群青 Yoasobi｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-16,MflLYCKTsT0
RwsqbmZFrKY,𝟏𝟎－𝟎𝟒𝐒｜皈依《無旁白版》｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-06,RwsqbmZFrKY
1KbWhvHXJ_Q,𝟏𝟎－𝟏𝟐｜The Middle｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-06,1KbWhvHXJ_Q
PdLMvabK1-o,𝟏𝟎－𝟏𝟏｜紅昭願｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-05,PdLMvabK1-o
9ELoTu8Ylo4,𝟏𝟎－𝟏𝟎｜Down On Life｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-05,9ELoTu8Ylo4
ogyJhXLb-A8,𝟏𝟎－𝟎𝟗｜明月天涯｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-05,ogyJhXLb-A8
ynO3OvHQI08,𝟏𝟎－𝟎𝟖｜走馬｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-05,ynO3OvHQI08
yuRhbCnXfZQ,𝟏𝟎－𝟎𝟕｜Oh No!｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-05,yuRhbCnXfZQ
D8duKN0D6VM,𝟏𝟎－𝟎𝟔｜扛壩子 Big Boss《原曲》〈台、羅、華字幕〉｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-05,D8duKN0D6VM
SeHiyTn6cFI,𝟏𝟎－𝟎𝟓｜Bad Guy｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-05,SeHiyTn6cFI
BnvZNvlqHP0,𝟏𝟎－𝟎𝟒｜皈依｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-05,BnvZNvlqHP0
_X7jya3_u30,𝟏𝟎－𝟎𝟑｜玫瑰花的葬禮｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-05,_X7jya3_u30
dVE6c8q3V7Q,𝟏𝟎－𝟎𝟐｜是我不夠好 Not Good Enough｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-05,dVE6c8q3V7Q
Xr6J9S-9cSo,𝟏𝟎－𝟎𝟏｜仰望｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-11-05,Xr6J9S-9cSo
oBZG_uWuf-0,𝟎𝟗－𝟏𝟏｜我管你｜李李鈴蘭 Linglan Lily [已有官方剪輯],UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-31,oBZG_uWuf-0
zwWWUVLnKdA,𝟎𝟗－𝟏𝟎｜濕了分寸｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-31,zwWWUVLnKdA
lQ4BgAThcck,𝟎𝟗－𝟎𝟗｜Ur So FuckInG cOoL｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-30,lQ4BgAThcck
nUmqjFM5g9I,𝟎𝟗－𝟎𝟖｜年輪說／抹茶說｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-30,nUmqjFM5g9I
zXJQQagZL2o,𝟎𝟗－𝟎𝟕｜剛好遇見你｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-30,zXJQQagZL2o
tkLiliYP69w,𝟎𝟗－𝟎𝟔｜千秋為期｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-30,tkLiliYP69w
yMp75DN205E,𝟎𝟗－𝟎𝟓｜麥阿喜 Dragostea Din Tei｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-30,yMp75DN205E
TSStXjxpqTI,𝟎𝟗－𝟎𝟒｜Clarity｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-30,TSStXjxpqTI
VN0ESX-mFsk,𝟎𝟗－𝟎𝟑｜安娜的櫥窗｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-30,VN0ESX-mFsk
Dp98Xtrr3Kk,𝟎𝟗－𝟎𝟐｜Be Kind｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-30,Dp98Xtrr3Kk
ZKvQPO_-TlA,𝟎𝟗－𝟎𝟏｜愛呀｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-30,ZKvQPO_-TlA
9uC9im9DD-k,萌え萌えキュン｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-24,9uC9im9DD-k
MqcvYPAP-ts,【非歌回開唱】｜LA牙灣／聽見翻車的聲音｜李李鈴蘭 Linglan Lily,UCWmCWSajQNMvNdLltGJwuiw,蘭蘭音樂盒 Lanlan Music Box,,2021-10-24,MqcvYPAP-ts
